MONSTER, NAME, DAMAGE, ANSWER1, ANSWER2, ANSWER3, CORRECT_ANSWER
Grifo de la Busqueda,Cual es la complejidad en el peor caso para el algoritmo de Ordenamiento por Intercambio?,3,O(n^2),O(n log n),O(n),1
Grifo de la Busqueda,Cual es el peor caso de complejidad para el algoritmo Quick Sort?,3,O(n^2),O(n log n),O(log n),1
Grifo de la Busqueda,Cual es la complejidad en el peor caso para el algoritmo Merge Sort?,10,O(n log n),O(n^2),O(n!),1
Grifo de la Busqueda,Cual es la eficiencia de orden para el algoritmo de Bsqueda Binaria?,7,O(n),O(log2 n),O(n^2),2
Grifo de la Busqueda,Cual es la aplicacion principal del recorrido Inorden en un ABB?,7,Liberar los nodos del arbol,Desplegar en orden creciente los elementos,Generar una rplica del arbol,2
Grifo de la Busqueda,El orden de visita del recorrido Preorden es:,7,Izquierdo-Raiz-Derecho,Raiz-Izquierdo-Derecho,Izquierdo-Derecho-Raiz,2
Grifo de la Busqueda,Cual es el orden de eficiencia (en el peor caso) de la Bsqueda Secuencial?,2,O(n),O(log2 n),O(n log n),1
Grifo de la Busqueda,Que algoritmo busca el valor ms grande (o menor) y lo intercambia por el valor en el extremo opuesto?,2,Merge Sort,Seleccion Directa,Quick Sort,2
Grifo de la Busqueda,Como se llama a una trayectoria en un grafo donde el Nodo de Inicio y el de Terminacion son iguales?,2,Ciclo,Trayectoria Simple,Arco,1
Grifo de la Busqueda,Que regla del Modelo Relacional garantiza que la llave primaria es nica y no nula?,9,Integridad Referencial,Integridad de Entidad,Restriccion de Dominio,2
Grifo de la Busqueda,Que regla asegura que una Llave Fornea coincida con un valor existente en la PK de otra tabla?,9,Integridad Referencial,Integridad de Entidad,Restriccion de Dominio,1
Grifo de la Busqueda,Que tipo de JOIN devuelve todas las filas de la tabla izquierda y solo las filas coincidentes de la tabla derecha?,15,RIGHT JOIN,LEFT JOIN,FULL JOIN,2
Grifo de la Busqueda,Que clusula de SQL se usa para aplicar una condicion a los resultados de una funcion de grupo (agregacion)?,15,GROUP BY,HAVING,WHERE,2
Grifo de la Busqueda,Que operador se utiliza en C++ para crear espacio de almacenamiento dinmico?,5,*,new,&,2
Grifo de la Busqueda,Cual es el smbolo del Operador de Direccion que genera la direccion de una variable?,5,*,->,&,3
Grifo de la Busqueda,En que rea de memoria se localizan las variables y objetos creados dinmicamente?,5,RAM,Stack,Heap,3
Grifo de la Busqueda,Si un apuntador ya est apuntando a un espacio dinmico y se le asigna un nuevo valor con new que problema se genera?,5,Se deja memoria volando (memory leak),Fallas de ejecucion,Se libera la memoria automticamente,1
Grifo de la Busqueda,Como se define el Factor de Balanceo de un nodo en un arbol AVL?,11,Altura Derecha - Altura Izquierda,Suma de alturas de subrboles,Altura Izquierda - Altura Derecha,3
Grifo de la Busqueda,Si al agregar un nodo a un AVL su Factor de Balanceo cambia a +2 o -2 que proceso se debe realizar?,11,Eliminar la raz,Rotacion,Reacomodar hacia arriba,2
Grifo de la Busqueda,Si el Factor de Balanceo de un nodo AVL es -1 que indica?,11,El subrbol izquierdo es ms alto,Las alturas son iguales,El subrbol derecho es ms alto,1
Grifo de la Busqueda,En un BST que regla deben cumplir los descendientes izquierdos de un nodo?,9,Tener un valor menor al padre,Tener el mismo valor,Tener un valor mayor,1
Grifo de la Busqueda,Que es un Nodo Hoja en un arbol Binario?,9,El primer elemento agregado,Aquel nodo que no tiene hijos,El nodo con ms descendientes,2
Sebastian,Cual es la mejor carrera de todas?,999,ITC,IRS,IDM,2
Grifo de la Busqueda,Cual es la filosofa de orden de entrada de una Fila (Queue)?,7,FILO,FIFO,LIFO,2
Grifo de la Busqueda,Cual es la operacion de una Fila (Queue) que devuelve el valor del elemento al frente SIN eliminarlo?,7,pop,peek,push,2
Grifo de la Busqueda,Cual es la complejidad del algoritmo Heap Sort?,13,O(n log n),O(n^2),O(n),1
Grifo de la Busqueda,En un Heap (Max Heap) que propiedad debe cumplir un nodo padre respecto a sus hijos?,13,Tener un valor menor,Tener un valor de mayor prioridad,Estar a la izquierda,2
Grifo de la Busqueda,Que campo de un nodo en una Lista Encadenada indica dnde se encuentra el siguiente elemento?,6,next,data,root,1
Guerrero de la Burbuja,En el algoritmo Quick Sort como se llama el elemento que divide el arreglo en dos particiones?,4,Subarreglo,Pivote,Mediana,2
Guerrero de la Burbuja,Cual es el mejor caso de complejidad para el Ordenamiento por Insercion?,4,O(n^2),O(n),O(n log n),2
Guerrero de la Burbuja,Que estructura de datos auxiliar utiliza el algoritmo de recorrido Breadth First?,14,Pila (Stack),Fila (Queue),arbol,2
Guerrero de la Burbuja,Que estructura de datos auxiliar utiliza el algoritmo de recorrido Depth First?,14,Pila (Stack),Fila (Queue),arbol,1
Guerrero de la Burbuja,En un grafo dirigido (Digrafo) como se llama el primer elemento de un arco?,14,Destino,Origen,Arco adyacente,2
Guerrero de la Burbuja,Que representacion de grafos desperdicia espacio si el grafo es NO-Dirigido?,14,Matriz de Adyacencias,Lista de Arcos,Listas Encadenadas Circulares,1
Guerrero de la Burbuja,Que mtodo de funcion de Hashing consiste en dividir la llave entre el tamao de la tabla y usar el residuo?,10,Cuadrtica,Residuales,Seleccion de Dgitos,2
Guerrero de la Burbuja,Que estrategia para colisiones reacomoda el elemento colisionado DENTRO del espacio de la Tabla?,10,Encadenamiento Externo,Mtodos de Direccion Abierta,Hashing Abierto,2
Guerrero de la Burbuja,En el mtodo de Prueba Lineal para colisiones la formula de la nueva posicion es dir_base + J Que representa J?,10,Tamao de la tabla,Cantidad de colisiones que ha provocado esa llave,Valor de la llave,2
Guerrero de la Burbuja,Como se representan tpicamente los 'buckets' en el mtodo de Encadenamiento Externo?,10,Arreglos,Listas encadenadas,Heaps,2
Guerrero de la Burbuja,Cual es el orden de complejidad del algoritmo para la multiplicacion de matrices de tamano nxn?,12,O(n^2),O(n log n),O(n^3),3
Guerrero de la Burbuja,Cual es el orden de complejidad del algoritmo para la multiplicacion de matrices de tamano nxn?,12,O(n^2),O(n^3),O(n log n),2
Guerrero de la Burbuja,Cual es la filosofa de orden de entrada de una Pila (Stack)?,8,LIFO,FIFO,FILO,1
Guerrero de la Burbuja,Cual es el nombre de la operacion para insertar un elemento en una Pila?,8,peek,push,top,2
Guerrero de la Burbuja,Cules son las siglas en ingls para Tipo de Datos Abstracto?,10,DTA,ADT,DTF,2
Guerrero de la Burbuja,Como se mapea una relacion Muchos a Muchos (M:N) en el Modelo Relacional?,6,Creando una tabla intermedia,Con una FK en la tabla del lado M,Creando un atributo multivalor,1
Guerrero de la Burbuja,Los atributos derivados se almacenan en el Modelo Relacional?,6,Si - como FKs,No - se calculan cuando se necesitan,Si - se almacenan y se actualizan,2
Guerrero de la Burbuja,Que tipo de entidad depende de una entidad fuerte para su identificacion y usa la PK de la entidad fuerte?,6,Entidad Normal,Entidad Dbil,Entidad Recursiva,2
Guerrero de la Burbuja,Cual es la complejidad en el peor caso para el algoritmo de Ordenamiento por Intercambio?,3,O(n^2),O(n log n),O(n),1
Guerrero de la Burbuja,Cual es el peor caso de complejidad para el algoritmo Quick Sort?,3,O(n^2),O(n log n),O(log n),1
Guerrero de la Burbuja,Cual es la complejidad en el peor caso para el algoritmo Merge Sort?,10,O(n log n),O(n^2),O(n!),1
Guerrero de la Burbuja,Cual es la eficiencia de orden para el algoritmo de Bsqueda Binaria?,7,O(n),O(log2 n),O(n^2),2
Guerrero de la Burbuja,Cual es la aplicacion principal del recorrido Inorden en un ABB?,7,Liberar los nodos del arbol,Desplegar en orden creciente los elementos,Generar una rplica del arbol,2
Guerrero de la Burbuja,El orden de visita del recorrido Preorden es:,7,Izquierdo-Raiz-Derecho,Raiz-Izquierdo-Derecho,Izquierdo-Derecho-Raiz,2
Guerrero de la Burbuja,Cual es el orden de eficiencia (en el peor caso) de la Bsqueda Secuencial?,2,O(n),O(log2 n),O(n log n),1
Guerrero de la Burbuja,Que algoritmo busca el valor ms grande (o menor) y lo intercambia por el valor en el extremo opuesto?,2,Merge Sort,Seleccion Directa,Quick Sort,2
Guerrero de la Burbuja,Como se llama a una trayectoria en un grafo donde el Nodo de Inicio y el de Terminacion son iguales?,2,Ciclo,Trayectoria Simple,Arco,1
Guerrero de la Burbuja,Que regla del Modelo Relacional garantiza que la llave primaria es nica y no nula?,9,Integridad Referencial,Integridad de Entidad,Restriccion de Dominio,2
Guerrero de la Burbuja,Que regla asegura que una Llave Fornea coincida con un valor existente en la PK de otra tabla?,9,Integridad Referencial,Integridad de Entidad,Restriccion de Dominio,1
Guerrero de la Burbuja,Que tipo de JOIN devuelve todas las filas de la tabla izquierda y solo las filas coincidentes de la tabla derecha?,15,RIGHT JOIN,LEFT JOIN,FULL JOIN,2
Guerrero de la Burbuja,Que clusula de SQL se usa para aplicar una condicion a los resultados de una funcion de grupo (agregacion)?,15,GROUP BY,HAVING,WHERE,2
Guerrero de la Burbuja,Que operador se utiliza en C++ para crear espacio de almacenamiento dinmico?,5,*,new,&,2
Guerrero de la Burbuja,Cual es el smbolo del Operador de Direccion que genera la direccion de una variable?,5,*,->,&,3
Guerrero de la Burbuja,En que rea de memoria se localizan las variables y objetos creados dinmicamente?,5,RAM,Stack,Heap,3
Guerrero de la Burbuja,Si un apuntador ya est apuntando a un espacio dinmico y se le asigna un nuevo valor con new que problema se genera?,5,Se deja memoria volando (memory leak),Fallas de ejecucion,Se libera la memoria automticamente,1
Guerrero de la Burbuja,Como se define el Factor de Balanceo de un nodo en un arbol AVL?,11,Altura Derecha - Altura Izquierda,Suma de alturas de subrboles,Altura Izquierda - Altura Derecha,3
Guerrero de la Burbuja,Si al agregar un nodo a un AVL su Factor de Balanceo cambia a +2 o -2 que proceso se debe realizar?,11,Eliminar la raz,Rotacion,Reacomodar hacia arriba,2
Guerrero de la Burbuja,Si el Factor de Balanceo de un nodo AVL es -1 que indica?,11,El subrbol izquierdo es ms alto,Las alturas son iguales,El subrbol derecho es ms alto,1
Guerrero de la Burbuja,En un BST que regla deben cumplir los descendientes izquierdos de un nodo?,9,Tener un valor menor al padre,Tener el mismo valor,Tener un valor mayor,1
Guerrero de la Burbuja,Que es un Nodo Hoja en un arbol Binario?,9,El primer elemento agregado,Aquel nodo que no tiene hijos,El nodo con ms descendientes,2
Sebastian,Cual es la mejor carrera de todas?,999,ITC,IRS,IDM,2
Guerrero de la Burbuja,Cual es la filosofa de orden de entrada de una Fila (Queue)?,7,FILO,FIFO,LIFO,2
Guerrero de la Burbuja,Cual es la operacion de una Fila (Queue) que devuelve el valor del elemento al frente SIN eliminarlo?,7,pop,peek,push,2
Guerrero de la Burbuja,Cual es la complejidad del algoritmo Heap Sort?,13,O(n log n),O(n^2),O(n),1
Guerrero de la Burbuja,En un Heap (Max Heap) que propiedad debe cumplir un nodo padre respecto a sus hijos?,13,Tener un valor menor,Tener un valor de mayor prioridad,Estar a la izquierda,2
Guerrero de la Burbuja,Que campo de un nodo en una Lista Encadenada indica dnde se encuentra el siguiente elemento?,6,next,data,root,1
Hada de la Integridad,En el algoritmo Quick Sort como se llama el elemento que divide el arreglo en dos particiones?,4,Subarreglo,Pivote,Mediana,2
Hada de la Integridad,Cual es el mejor caso de complejidad para el Ordenamiento por Insercion?,4,O(n^2),O(n),O(n log n),2
Hada de la Integridad,Que estructura de datos auxiliar utiliza el algoritmo de recorrido Breadth First?,14,Pila (Stack),Fila (Queue),arbol,2
Hada de la Integridad,Que estructura de datos auxiliar utiliza el algoritmo de recorrido Depth First?,14,Pila (Stack),Fila (Queue),arbol,1
Hada de la Integridad,En un grafo dirigido (Digrafo) como se llama el primer elemento de un arco?,14,Destino,Origen,Arco adyacente,2
Hada de la Integridad,Que representacion de grafos desperdicia espacio si el grafo es NO-Dirigido?,14,Matriz de Adyacencias,Lista de Arcos,Listas Encadenadas Circulares,1
Hada de la Integridad,Que mtodo de funcion de Hashing consiste en dividir la llave entre el tamao de la tabla y usar el residuo?,10,Cuadrtica,Residuales,Seleccion de Dgitos,2
Hada de la Integridad,Que estrategia para colisiones reacomoda el elemento colisionado DENTRO del espacio de la Tabla?,10,Encadenamiento Externo,Mtodos de Direccion Abierta,Hashing Abierto,2
Hada de la Integridad,En el mtodo de Prueba Lineal para colisiones la formula de la nueva posicion es dir_base + J Que representa J?,10,Tamao de la tabla,Cantidad de colisiones que ha provocado esa llave,Valor de la llave,2
Hada de la Integridad,Como se representan tpicamente los 'buckets' en el mtodo de Encadenamiento Externo?,10,Arreglos,Listas encadenadas,Heaps,2
Hada de la Integridad,Cual es el orden de complejidad del algoritmo para la multiplicacion de matrices de tamano nxn?,12,O(n^2),O(n log n),O(n^3),3
Hada de la Integridad,Cual es el orden de complejidad del algoritmo para la multiplicacion de matrices de tamano nxn?,12,O(n^2),O(n^3),O(n log n),2
Hada de la Integridad,Cual es la filosofa de orden de entrada de una Pila (Stack)?,8,LIFO,FIFO,FILO,1
Hada de la Integridad,Cual es el nombre de la operacion para insertar un elemento en una Pila?,8,peek,push,top,2
Hada de la Integridad,Cules son las siglas en ingls para Tipo de Datos Abstracto?,10,DTA,ADT,DTF,2
Hada de la Integridad,Como se mapea una relacion Muchos a Muchos (M:N) en el Modelo Relacional?,6,Creando una tabla intermedia,Con una FK en la tabla del lado M,Creando un atributo multivalor,1
Hada de la Integridad,Los atributos derivados se almacenan en el Modelo Relacional?,6,Si - como FKs,No - se calculan cuando se necesitan,Si - se almacenan y se actualizan,2
Hada de la Integridad,Que tipo de entidad depende de una entidad fuerte para su identificacion y usa la PK de la entidad fuerte?,6,Entidad Normal,Entidad Dbil,Entidad Recursiva,2
Hada de la Integridad,Cual es la complejidad en el peor caso para el algoritmo de Ordenamiento por Intercambio?,3,O(n^2),O(n log n),O(n),1
Hada de la Integridad,Cual es el peor caso de complejidad para el algoritmo Quick Sort?,3,O(n^2),O(n log n),O(log n),1
Hada de la Integridad,Cual es la complejidad en el peor caso para el algoritmo Merge Sort?,10,O(n log n),O(n^2),O(n!),1
Hada de la Integridad,Cual es la eficiencia de orden para el algoritmo de Bsqueda Binaria?,7,O(n),O(log2 n),O(n^2),2
Hada de la Integridad,Cual es la aplicacion principal del recorrido Inorden en un ABB?,7,Liberar los nodos del arbol,Desplegar en orden creciente los elementos,Generar una rplica del arbol,2
Hada de la Integridad,El orden de visita del recorrido Preorden es:,7,Izquierdo-Raiz-Derecho,Raiz-Izquierdo-Derecho,Izquierdo-Derecho-Raiz,2
Hada de la Integridad,Cual es el orden de eficiencia (en el peor caso) de la Bsqueda Secuencial?,2,O(n),O(log2 n),O(n log n),1
Hada de la Integridad,Que algoritmo busca el valor ms grande (o menor) y lo intercambia por el valor en el extremo opuesto?,2,Merge Sort,Seleccion Directa,Quick Sort,2
Hada de la Integridad,Como se llama a una trayectoria en un grafo donde el Nodo de Inicio y el de Terminacion son iguales?,2,Ciclo,Trayectoria Simple,Arco,1
Hada de la Integridad,Que regla del Modelo Relacional garantiza que la llave primaria es nica y no nula?,9,Integridad Referencial,Integridad de Entidad,Restriccion de Dominio,2
Hada de la Integridad,Que regla asegura que una Llave Fornea coincida con un valor existente en la PK de otra tabla?,9,Integridad Referencial,Integridad de Entidad,Restriccion de Dominio,1
Hada de la Integridad,Que tipo de JOIN devuelve todas las filas de la tabla izquierda y solo las filas coincidentes de la tabla derecha?,15,RIGHT JOIN,LEFT JOIN,FULL JOIN,2
Hada de la Integridad,Que clusula de SQL se usa para aplicar una condicion a los resultados de una funcion de grupo (agregacion)?,15,GROUP BY,HAVING,WHERE,2
Hada de la Integridad,Que operador se utiliza en C++ para crear espacio de almacenamiento dinmico?,5,*,new,&,2
Hada de la Integridad,Cual es el smbolo del Operador de Direccion que genera la direccion de una variable?,5,*,->,&,3
Hada de la Integridad,En que rea de memoria se localizan las variables y objetos creados dinmicamente?,5,RAM,Stack,Heap,3
Hada de la Integridad,Si un apuntador ya est apuntando a un espacio dinmico y se le asigna un nuevo valor con new que problema se genera?,5,Se deja memoria volando (memory leak),Fallas de ejecucion,Se libera la memoria automticamente,1
Hada de la Integridad,Como se define el Factor de Balanceo de un nodo en un arbol AVL?,11,Altura Derecha - Altura Izquierda,Suma de alturas de subrboles,Altura Izquierda - Altura Derecha,3
Hada de la Integridad,Si al agregar un nodo a un AVL su Factor de Balanceo cambia a +2 o -2 que proceso se debe realizar?,11,Eliminar la raz,Rotacion,Reacomodar hacia arriba,2
Hada de la Integridad,Si el Factor de Balanceo de un nodo AVL es -1 que indica?,11,El subrbol izquierdo es ms alto,Las alturas son iguales,El subrbol derecho es ms alto,1
Hada de la Integridad,En un BST que regla deben cumplir los descendientes izquierdos de un nodo?,9,Tener un valor menor al padre,Tener el mismo valor,Tener un valor mayor,1
Hada de la Integridad,Que es un Nodo Hoja en un arbol Binario?,9,El primer elemento agregado,Aquel nodo que no tiene hijos,El nodo con ms descendientes,2
Sebastian,Cual es la mejor carrera de todas?,999,ITC,IRS,IDM,2
Hada de la Integridad,Cual es la filosofa de orden de entrada de una Fila (Queue)?,7,FILO,FIFO,LIFO,2
Hada de la Integridad,Cual es la operacion de una Fila (Queue) que devuelve el valor del elemento al frente SIN eliminarlo?,7,pop,peek,push,2
Hada de la Integridad,Cual es la complejidad del algoritmo Heap Sort?,13,O(n log n),O(n^2),O(n),1
Hada de la Integridad,En un Heap (Max Heap) que propiedad debe cumplir un nodo padre respecto a sus hijos?,13,Tener un valor menor,Tener un valor de mayor prioridad,Estar a la izquierda,2
Hada de la Integridad,Que campo de un nodo en una Lista Encadenada indica dnde se encuentra el siguiente elemento?,6,next,data,root,1
Kraken de SQL,En el algoritmo Quick Sort como se llama el elemento que divide el arreglo en dos particiones?,4,Subarreglo,Pivote,Mediana,2
Kraken de SQL,Cual es el mejor caso de complejidad para el Ordenamiento por Insercion?,4,O(n^2),O(n),O(n log n),2
Kraken de SQL,Que estructura de datos auxiliar utiliza el algoritmo de recorrido Breadth First?,14,Pila (Stack),Fila (Queue),arbol,2
Kraken de SQL,Que estructura de datos auxiliar utiliza el algoritmo de recorrido Depth First?,14,Pila (Stack),Fila (Queue),arbol,1
Kraken de SQL,En un grafo dirigido (Digrafo) como se llama el primer elemento de un arco?,14,Destino,Origen,Arco adyacente,2
Kraken de SQL,Que representacion de grafos desperdicia espacio si el grafo es NO-Dirigido?,14,Matriz de Adyacencias,Lista de Arcos,Listas Encadenadas Circulares,1
Kraken de SQL,Que mtodo de funcion de Hashing consiste en dividir la llave entre el tamao de la tabla y usar el residuo?,10,Cuadrtica,Residuales,Seleccion de Dgitos,2
Kraken de SQL,Que estrategia para colisiones reacomoda el elemento colisionado DENTRO del espacio de la Tabla?,10,Encadenamiento Externo,Mtodos de Direccion Abierta,Hashing Abierto,2
Kraken de SQL,En el mtodo de Prueba Lineal para colisiones la formula de la nueva posicion es dir_base + J Que representa J?,10,Tamao de la tabla,Cantidad de colisiones que ha provocado esa llave,Valor de la llave,2
Kraken de SQL,Como se representan tpicamente los 'buckets' en el mtodo de Encadenamiento Externo?,10,Arreglos,Listas encadenadas,Heaps,2
Kraken de SQL,Cual es el orden de complejidad del algoritmo para la multiplicacion de matrices de tamano nxn?,12,O(n^2),O(n log n),O(n^3),3
Kraken de SQL,Cual es el orden de complejidad del algoritmo para la multiplicacion de matrices de tamano nxn?,12,O(n^2),O(n^3),O(n log n),2
Kraken de SQL,Cual es la filosofa de orden de entrada de una Pila (Stack)?,8,LIFO,FIFO,FILO,1
Kraken de SQL,Cual es el nombre de la operacion para insertar un elemento en una Pila?,8,peek,push,top,2
Kraken de SQL,Cules son las siglas en ingls para Tipo de Datos Abstracto?,10,DTA,ADT,DTF,2
Kraken de SQL,Como se mapea una relacion Muchos a Muchos (M:N) en el Modelo Relacional?,6,Creando una tabla intermedia,Con una FK en la tabla del lado M,Creando un atributo multivalor,1
Kraken de SQL,Los atributos derivados se almacenan en el Modelo Relacional?,6,Si - como FKs,No - se calculan cuando se necesitan,Si - se almacenan y se actualizan,2
Kraken de SQL,Que tipo de entidad depende de una entidad fuerte para su identificacion y usa la PK de la entidad fuerte?,6,Entidad Normal,Entidad Dbil,Entidad Recursiva,2
Kraken de SQL,Cual es la complejidad en el peor caso para el algoritmo de Ordenamiento por Intercambio?,3,O(n^2),O(n log n),O(n),1
Kraken de SQL,Cual es el peor caso de complejidad para el algoritmo Quick Sort?,3,O(n^2),O(n log n),O(log n),1
Kraken de SQL,Cual es la complejidad en el peor caso para el algoritmo Merge Sort?,10,O(n log n),O(n^2),O(n!),1
Kraken de SQL,Cual es la eficiencia de orden para el algoritmo de Bsqueda Binaria?,7,O(n),O(log2 n),O(n^2),2
Kraken de SQL,Cual es la aplicacion principal del recorrido Inorden en un ABB?,7,Liberar los nodos del arbol,Desplegar en orden creciente los elementos,Generar una rplica del arbol,2
Kraken de SQL,El orden de visita del recorrido Preorden es:,7,Izquierdo-Raiz-Derecho,Raiz-Izquierdo-Derecho,Izquierdo-Derecho-Raiz,2
Kraken de SQL,Cual es el orden de eficiencia (en el peor caso) de la Bsqueda Secuencial?,2,O(n),O(log2 n),O(n log n),1
Kraken de SQL,Que algoritmo busca el valor ms grande (o menor) y lo intercambia por el valor en el extremo opuesto?,2,Merge Sort,Seleccion Directa,Quick Sort,2
Kraken de SQL,Como se llama a una trayectoria en un grafo donde el Nodo de Inicio y el de Terminacion son iguales?,2,Ciclo,Trayectoria Simple,Arco,1
Kraken de SQL,Que regla del Modelo Relacional garantiza que la llave primaria es nica y no nula?,9,Integridad Referencial,Integridad de Entidad,Restriccion de Dominio,2
Kraken de SQL,Que regla asegura que una Llave Fornea coincida con un valor existente en la PK de otra tabla?,9,Integridad Referencial,Integridad de Entidad,Restriccion de Dominio,1
Kraken de SQL,Que tipo de JOIN devuelve todas las filas de la tabla izquierda y solo las filas coincidentes de la tabla derecha?,15,RIGHT JOIN,LEFT JOIN,FULL JOIN,2
Kraken de SQL,Que clusula de SQL se usa para aplicar una condicion a los resultados de una funcion de grupo (agregacion)?,15,GROUP BY,HAVING,WHERE,2
Kraken de SQL,Que operador se utiliza en C++ para crear espacio de almacenamiento dinmico?,5,*,new,&,2
Kraken de SQL,Cual es el smbolo del Operador de Direccion que genera la direccion de una variable?,5,*,->,&,3
Kraken de SQL,En que rea de memoria se localizan las variables y objetos creados dinmicamente?,5,RAM,Stack,Heap,3
Kraken de SQL,Si un apuntador ya est apuntando a un espacio dinmico y se le asigna un nuevo valor con new que problema se genera?,5,Se deja memoria volando (memory leak),Fallas de ejecucion,Se libera la memoria automticamente,1
Kraken de SQL,Como se define el Factor de Balanceo de un nodo en un arbol AVL?,11,Altura Derecha - Altura Izquierda,Suma de alturas de subrboles,Altura Izquierda - Altura Derecha,3
Kraken de SQL,Si al agregar un nodo a un AVL su Factor de Balanceo cambia a +2 o -2 que proceso se debe realizar?,11,Eliminar la raz,Rotacion,Reacomodar hacia arriba,2
Kraken de SQL,Si el Factor de Balanceo de un nodo AVL es -1 que indica?,11,El subrbol izquierdo es ms alto,Las alturas son iguales,El subrbol derecho es ms alto,1
Kraken de SQL,En un BST que regla deben cumplir los descendientes izquierdos de un nodo?,9,Tener un valor menor al padre,Tener el mismo valor,Tener un valor mayor,1
Kraken de SQL,Que es un Nodo Hoja en un arbol Binario?,9,El primer elemento agregado,Aquel nodo que no tiene hijos,El nodo con ms descendientes,2
Sebastian,Cual es la mejor carrera de todas?,999,ITC,IRS,IDM,2
Kraken de SQL,Cual es la filosofa de orden de entrada de una Fila (Queue)?,7,FILO,FIFO,LIFO,2
Kraken de SQL,Cual es la operacion de una Fila (Queue) que devuelve el valor del elemento al frente SIN eliminarlo?,7,pop,peek,push,2
Kraken de SQL,Cual es la complejidad del algoritmo Heap Sort?,13,O(n log n),O(n^2),O(n),1
Kraken de SQL,En un Heap (Max Heap) que propiedad debe cumplir un nodo padre respecto a sus hijos?,13,Tener un valor menor,Tener un valor de mayor prioridad,Estar a la izquierda,2
Kraken de SQL,Que campo de un nodo en una Lista Encadenada indica dnde se encuentra el siguiente elemento?,6,next,data,root,1
Limo de Memoria,En el algoritmo Quick Sort como se llama el elemento que divide el arreglo en dos particiones?,4,Subarreglo,Pivote,Mediana,2
Limo de Memoria,Cual es el mejor caso de complejidad para el Ordenamiento por Insercion?,4,O(n^2),O(n),O(n log n),2
Limo de Memoria,Que estructura de datos auxiliar utiliza el algoritmo de recorrido Breadth First?,14,Pila (Stack),Fila (Queue),arbol,2
Limo de Memoria,Que estructura de datos auxiliar utiliza el algoritmo de recorrido Depth First?,14,Pila (Stack),Fila (Queue),arbol,1
Limo de Memoria,En un grafo dirigido (Digrafo) como se llama el primer elemento de un arco?,14,Destino,Origen,Arco adyacente,2
Limo de Memoria,Que representacion de grafos desperdicia espacio si el grafo es NO-Dirigido?,14,Matriz de Adyacencias,Lista de Arcos,Listas Encadenadas Circulares,1
Limo de Memoria,Que mtodo de funcion de Hashing consiste en dividir la llave entre el tamao de la tabla y usar el residuo?,10,Cuadrtica,Residuales,Seleccion de Dgitos,2
Limo de Memoria,Que estrategia para colisiones reacomoda el elemento colisionado DENTRO del espacio de la Tabla?,10,Encadenamiento Externo,Mtodos de Direccion Abierta,Hashing Abierto,2
Limo de Memoria,En el mtodo de Prueba Lineal para colisiones la formula de la nueva posicion es dir_base + J Que representa J?,10,Tamao de la tabla,Cantidad de colisiones que ha provocado esa llave,Valor de la llave,2
Limo de Memoria,Como se representan tpicamente los 'buckets' en el mtodo de Encadenamiento Externo?,10,Arreglos,Listas encadenadas,Heaps,2
Limo de Memoria,Cual es el orden de complejidad del algoritmo para la multiplicacion de matrices de tamano nxn?,12,O(n^2),O(n log n),O(n^3),3
Limo de Memoria,Cual es el orden de complejidad del algoritmo para la multiplicacion de matrices de tamano nxn?,12,O(n^2),O(n^3),O(n log n),2
Limo de Memoria,Cual es la filosofa de orden de entrada de una Pila (Stack)?,8,LIFO,FIFO,FILO,1
Limo de Memoria,Cual es el nombre de la operacion para insertar un elemento en una Pila?,8,peek,push,top,2
Limo de Memoria,Cules son las siglas en ingls para Tipo de Datos Abstracto?,10,DTA,ADT,DTF,2
Limo de Memoria,Como se mapea una relacion Muchos a Muchos (M:N) en el Modelo Relacional?,6,Creando una tabla intermedia,Con una FK en la tabla del lado M,Creando un atributo multivalor,1
Limo de Memoria,Los atributos derivados se almacenan en el Modelo Relacional?,6,Si - como FKs,No - se calculan cuando se necesitan,Si - se almacenan y se actualizan,2
Limo de Memoria,Que tipo de entidad depende de una entidad fuerte para su identificacion y usa la PK de la entidad fuerte?,6,Entidad Normal,Entidad Dbil,Entidad Recursiva,2
Limo de Memoria,Cual es la complejidad en el peor caso para el algoritmo de Ordenamiento por Intercambio?,3,O(n^2),O(n log n),O(n),1
Limo de Memoria,Cual es el peor caso de complejidad para el algoritmo Quick Sort?,3,O(n^2),O(n log n),O(log n),1
Limo de Memoria,Cual es la complejidad en el peor caso para el algoritmo Merge Sort?,10,O(n log n),O(n^2),O(n!),1
Limo de Memoria,Cual es la eficiencia de orden para el algoritmo de Bsqueda Binaria?,7,O(n),O(log2 n),O(n^2),2
Limo de Memoria,Cual es la aplicacion principal del recorrido Inorden en un ABB?,7,Liberar los nodos del arbol,Desplegar en orden creciente los elementos,Generar una rplica del arbol,2
Limo de Memoria,El orden de visita del recorrido Preorden es:,7,Izquierdo-Raiz-Derecho,Raiz-Izquierdo-Derecho,Izquierdo-Derecho-Raiz,2
Limo de Memoria,Cual es el orden de eficiencia (en el peor caso) de la Bsqueda Secuencial?,2,O(n),O(log2 n),O(n log n),1
Limo de Memoria,Que algoritmo busca el valor ms grande (o menor) y lo intercambia por el valor en el extremo opuesto?,2,Merge Sort,Seleccion Directa,Quick Sort,2
